Symbol,Security Name
DGCONTENT.NS,DIGICONTENT LIMITED
DHAMPURSUG.NS,DHAMPUR SUGAR MILLS LTD.
DHANBANK.NS,DHANLAXMI BANK LIMITED
DHANI.NS,DHANI SERVICES LIMITED
DHANLAXMI.NS,DHANLAXMI CROP SCIENCE L
DHANUKA.NS,DHANUKA AGRITECH LTD
DHARMAJ.NS,DHARMAJ CROP GUARD LTD
DHRUV.NS,DHRUV CONSULTANCY SER LTD
DHTL.NS,DOCMODE HEALTH TECH LTD
DHUNINV.NS,DHUNSERI INVESTMENTS LTD
DIACABS.NS,DIAMOND POWER INFRA LTD
DIAMINESQ.NS,DIAMINES & CHEMICALS LTD
DIAMONDYD.NS,PRATAAP SNACKS LIMITED
DICIND.NS,DIC INDIA LIMITED
DIFFNKG.NS,DIFFUSION ENGINEERS LTD
DIGIDRIVE.NS,DIGIDRIVE DISTRIBUTORS L
DIGIKORE.NS,DIGIKORE STUDIOS LIMITED
DIGISPICE.NS,DIGISPICE TECHNOLOGIES LT
DIGJAMLMTD.NS,DIGJAM LTD
DIL.NS,DEBOCK INDUSTRIES LIMITED
DISHTV.NS,DISH TV INDIA LTD.
DIVGIITTS.NS,DIVGI TORQTRANSFER SYST L
DIVISLAB.NS,DIVI S LABORATORIES LTD
DIXON.NS,DIXON TECHNO (INDIA) LTD
DJML.NS,DJ MEDIAPRINT & LOG LTD
DKEGL.NS,D K ENTERPRISES GLOBAL L
DLF.NS,DLF LIMITED
DLINKINDIA.NS,D-LINK INDIA LTD
DMART.NS,AVENUE SUPERMARTS LIMITED
DMCC.NS,DMCC SPECIALITY CHEMICALS
DNAMEDIA.NS,DILIGENT MEDIA CORP LTD.
DODLA.NS,DODLA DAIRY LIMITED
DOLATALGO.NS,DOLAT ALGOTECH LIMITED
DOLLAR.NS,DOLLAR INDUSTRIES LIMITED
DOLLEX.NS,DOLLEX AGROTECH LIMITED
DOLPHIN.NS,DOLPHIN OFF ENT (IND) L
DOMS.NS,DOMS INDUSTRIES LIMITED
DONEAR.NS,DONEAR IND. LIMITED
DPABHUSHAN.NS,D. P. ABHUSHAN LIMITED
DPEL.NS,DIVINE POWER ENERGY LTD
DPSCLTD.NS,DPSC LIMITED
DPWIRES.NS,D P WIRES LIMITED
DRCSYSTEMS.NS,DRC SYSTEMS INDIA LIMITED
DREAMFOLKS.NS,DREAMFOLKS SERVICES LTD
DREDGECORP.NS,DREDGING CORP OF INDIA
DRL.NS,DHANUKA REALTY LIMITED
DRONE.NS,DRONE DESTINATION LIMITED
DRREDDY.NS,DR. REDDY S LABORATORIES
DRSDILIP.NS,DRS DILIP ROADLINES LTD.
DSSL.NS,DYNACONS SYS & SOLN LTD
DTIL.NS,DHUNSERI TEA & IND. LTD.
DTL.NS,DIENSTEN TECH LIMITED
DUCOL.NS,DUCOL ORGS AND COLOURS LT
DUCON.NS,DUCON INFRATECHNOLOGIES L
DUGLOBAL.NS,DUDIGITAL GLOBAL LIMITED
DURLAX.NS,DURLAX TOP SURFACE LTD
DVL.NS,DHUNSERI VENTURES LIMITED
DWARKESH.NS,DWARIKESH SUGAR IND LTD
DYCL.NS,DYNAMIC CABLES LIMITED
DYNAMATECH.NS,DYNAMATIC TECHNOLOGIES
DYNAMIC.NS,DYNAMIC SRVCS & SEC LTD
DYNPRO.NS,DYNEMIC PRODUCTS LIMITED
E2E.NS,E2E NETWORKS LIMITED
EASEMYTRIP.NS,EASY TRIP PLANNERS LTD
ECLERX.NS,ECLERX SERVICES LTD
ECOSMOBLTY.NS,ECOS (INDIA) MOB & HOSP L
EDELWEISS.NS,EDELWEISS FIN SERV LTD
EFACTOR.NS,E FACTOR EXPERIENCES LTD
EFFWA.NS,EFFWA INFRA & RESEARCH L
EFORCE.NS,ELECTRO FORCE (INDIA) LTD
EICHERMOT.NS,EICHER MOTORS LTD
EIDPARRY.NS,EID PARRY INDIA LTD
EIEL.NS,ENVIRO INFRA ENGINEERS L
EIFFL.NS,EURO (I) FRESH FOODS LTD
EIHAHOTELS.NS,EIH ASSOCIATED HOTELS LTD
EIHOTEL.NS,EIH LIMITED
EIMCOELECO.NS,EIMCO ELECON (INDIA) LTD
EKC.NS,EVEREST KANTO CYLINDERLTD
ELDEHSG.NS,ELDECO HSG & IND LTD.
ELECON.NS,ELECON ENG. CO. LTD
ELECTCAST.NS,ELECTROSTEEL CASTINGS LTD
ELECTHERM.NS,ELECTROTHERM (I) LTD.
ELGIEQUIP.NS,ELGI EQUIPMENTS LTD
ELGIRUBCO.NS,ELGI RUBBER CO. LTD
ELIN.NS,ELIN ELECTRONICS LIMITED
EMAMILTD.NS,EMAMI LIMITED
EMAMIPAP.NS,EMAMI PAPER MILLS LIMITED
EMBASSY.NS,EMBASSY OFFICE PARKS REIT
EMBDL.NS,EQUINOX INDIA DEV LTD
EMCURE.NS,EMCURE PHARMACEUTICALS L
EMIL.NS,ELECTRONICS MART IND LTD
EMKAY.NS,EMKAY GLOBAL FIN SERV LTD
EMKAYTOOLS.NS,EMKAY TAP & CUT. TOOL LTD
EMMBI.NS,EMMBI INDUSTRIES LIMITED
EMMIL.NS,ENERGY MISSION MACH IND L
EMSLIMITED.NS,EMS LIMITED
EMUDHRA.NS,EMUDHRA LIMITED
ENDURANCE.NS,ENDURANCE TECHNO. LTD.
ENERGYDEV.NS,ENERGY DEVE. CO.LTD
ENFUSE.NS,ENFUSE SOLUTIONS LIMITED
ENGINERSIN.NS,ENGINEERS INDIA LTD
ENIL.NS,ENTERTAIN NET. IND. LTD.
ENSER.NS,ENSER COMMUNICATIONS LTD
ENTERO.NS,ENTERO HEALTHCARE SOLU L
EPACK.NS,EPACK DURABLE LIMITED
EPL.NS,EPL LIMITED
EQUITASBNK.NS,EQUITAS SMALL FIN BNK LTD
ERIS.NS,ERIS LIFESCIENCES LIMITED
ESABINDIA.NS,ESAB INDIA LTD
ESAFSFB.NS,ESAF SMALL FINANCE BANK L
ESCONET.NS,ESCONET TECHNOLOGIES LTD
ESCORTS.NS,ESCORTS KUBOTA LIMITED
ESFL.NS,ESSEN SPECIALITY FILMS L
ESSARSHPNG.NS,ESSAR SHIPPING LTD
ESSENTIA.NS,INTEGRA ESSENTIA LIMITED
ESTER.NS,ESTER INDUSTRIES LTD
ETHOSLTD.NS,ETHOS LIMITED
EUREKAFORB.NS,EUREKA FORBES LIMITED
EUROBOND.NS,EURO PANEL PRODUCTS LTD
EUROTEXIND.NS,EUROTEX IND & EXPORTS LTD
EVEREADY.NS,EVEREADY INDS. IND.  LTD.
EVERESTIND.NS,EVEREST INDUSTRIES LTD
EXCEL.NS,EXCEL REALTY N INFRA LTD
EXCELINDUS.NS,EXCEL INDUSTRIES LTD
EXICOM.NS,EXICOM TELE SYSTEMS LTD
EXIDEIND.NS,EXIDE INDUSTRIES LTD
EXPLEOSOL.NS,EXPLEO SOLUTIONS LIMITED
EXXARO.NS,EXXARO TILES LIMITED
FACT.NS,FACT LTD
FAIRCHEMOR.NS,FAIRCHEM ORGANICS LIMITED
FALCONTECH.NS,FALCON TECHNOPROJ IND LTD
FAZE3Q.NS,FAZE THREE LIMITED
FCL.NS,FINEOTEX CHEMICAL LIMITED
FCSSOFT.NS,FCS SOFTWARE SOLN. LTD.
FDC.NS,FDC LIMITED
FEDERALBNK.NS,FEDERAL BANK LTD
FEDFINA.NS,FEDBANK FINANCIAL SER L
FEL.NS,FUTURE ENTERPRISES LTD
FELDVR.NS,FUTURE ENTERPRISES LTD
FELIX.NS,FELIX INDUSTRIES LTD.
FIBERWEB.NS,FIBERWEB INDIA LIMITED
FIDEL.NS,FIDEL SOFTECH LIMITED
FIEMIND.NS,FIEM INDUSTRIES LIMITED
FILATEX.NS,FILATEX INDIA LTD
FILATFASH.NS,FILATEX FASHIONS LIMITED
FINCABLES.NS,FINOLEX CABLES LTD
FINEORG.NS,FINE ORGANIC IND. LTD.
FINOPB.NS,FINO PAYMENTS BANK LTD
FINPIPE.NS,FINOLEX INDUSTRIES LTD
FIRSTCRY.NS,BRAINBEES SOLUTIONS LTD
FIVESTAR.NS,FIVE-STAR BUS FIN LTD
FLAIR.NS,FLAIR WRITING INDUST LTD
FLEXITUFF.NS,FLEXITUFF VENTURES INT L
FLFL.NS,FUT LIFESTYLE FASH LTD
FLUOROCHEM.NS,GUJARAT FLUOROCHEM LTD
FMGOETZE.NS,FEDERAL-MOGUL GOETZE (IND
FMNL.NS,FUTURE MKT NETWORKS LTD
FOCUS.NS,FOCUS LIGHTG & FIXTRS LTD
FONEBOX.NS,FONEBOX RETAIL LIMITED
FOODSIN.NS,FOODS & INNS LIMITED
FORCEMOT.NS,FORCE MOTORS LIMITED
FORTIS.NS,FORTIS HEALTHCARE LTD
FOSECOIND.NS,FOSECO INDIA LTD
FROG.NS,FROG CELLSAT LIMITED
FSL.NS,FIRSTSOURCE SOLU. LTD.
FUSION.NS,FUSION FINANCE LIMITED
GABRIEL.NS,GABRIEL INDIA LTD
GAEL.NS,GUJARAT AMBUJA EXPORTS LT
GAIL.NS,GAIL (INDIA) LTD
GALAPREC.NS,GALA PRECISION ENG LTD
GALAXYSURF.NS,GALAXY SURFACTANTS LTD
GALLANTT.NS,GALLANTT ISPAT LIMITED
GANDHAR.NS,GANDHAR OIL REFINE IND L
GANDHITUBE.NS,GANDHI SPL. TUBES LTD
GANECOS.NS,GANESHA ECOSPHERE LIMITED
GANESHBE.NS,GANESH BENZOPLAST LIMITED
GANESHHOUC.NS,GANESH HOUSING CORP LTD
GANGAFORGE.NS,GANGA FORGING LIMITED
GANGESSECU.NS,GANGES SECURITIES LIMITED
GARFIBRES.NS,GARWARE TECH FIBRES LTD
GARUDA.NS,GARUDA CONSTRUCT N ENG L
GATEWAY.NS,GATEWAY DISTRIPARKS LTD
GAYAPROJ.NS,GAYATRI PROJECTS LTD
GEECEE.NS,GEECEE VENTURES LIMITED
GEEKAYWIRE.NS,GEEKAY WIRES LIMITED
GENCON.NS,GENERIC ENG CONS PROJ LTD
GENESYS.NS,GENESYS INTL CORPN LTD
GENSOL.NS,GENSOL ENGINEERING LTD
GENUSPAPER.NS,GENUS P&B LIMITED
GENUSPOWER.NS,GENUS POWER INFRASTRU LTD
GEOJITFSL.NS,GEOJIT FINANCIAL SER L
GEPIL.NS,GE POWER INDIA LIMITED
GESHIP.NS,THE GE SHPG.LTD
GFLLIMITED.NS,GFL LIMITED
GGBL.NS,GANESH GREEN BHARAT LTD
GHCL.NS,GHCL LIMITED
GHCLTEXTIL.NS,GHCL TEXTILES LIMITED
GICHSGFIN.NS,GIC HOUSING FINANCE LTD
GICL.NS,GLOBE INTL CARRIERS LTD
GICRE.NS,GENERAL INS CORP OF INDIA
GILLANDERS.NS,GILLANDERS ARBUTHNOT LTD
GILLETTE.NS,GILLETTE INDIA LTD
GINNIFILA.NS,GINNI FILAMENTS LTD
GIPCL.NS,GUJ IND POW CO. LTD
GIRIRAJ.NS,GIRIRAJ CIVIL DEVP LTD
GIRRESORTS.NS,GIR NATUREVIEW RESORT LTD
GKWLIMITED.NS,GKW LIMITED
GLAND.NS,GLAND PHARMA LIMITED
GLAXO.NS,GLAXOSMITHKLINE PHARMA LT
GLENMARK.NS,GLENMARK PHARMACEUTICALS
GLFL.NS,GUJARAT LEASE FINANCING L
GLOBAL.NS,GLOBAL EDUCATION LIMITED
GLOBALE.NS,GLOBALE TESSILE LIMITED
GLOBALPET.NS,GLOBAL PET INDUSTRIES LTD
GLOBALVECT.NS,GLOBAL VEC HELICORP LTD
GLOBE.NS,GLOBE TEXTILES (I) LTD.
GLOBUSSPR.NS,GLOBUS SPIRITS LTD
GLOSTERLTD.NS,GLOSTER LIMITED
GMBREW.NS,G M BREWERIES LTD
GMDCLTD.NS,GUJARAT MINERAL DEV CORP
GMMPFAUDLR.NS,GMM PFAUDLER LIMITED
GMRAIRPORT.NS,GMR AIRPORTS LIMITED
GMRP&UI.NS,GMR POW AND URBAN INFRA L
GNA.NS,GNA AXLES LIMITED
GNFC.NS,GUJ NAR VAL FER & CHEM L
GOACARBON.NS,GOA CARBON LIMITED
GOCLCORP.NS,GOCL CORPORATION LIMITED
GOCOLORS.NS,GO FASHION INDIA LTD
GODAVARIB.NS,GODAVARI BIOREFINERIES L
GODFRYPHLP.NS,GODFREY PHILLIPS INDIA LT
GODHA.NS,GODHA CABCON INSULAT LTD
GODIGIT.NS,GO DIGIT GENERAL INS LTD
GODREJAGRO.NS,GODREJ AGROVET LIMITED
GODREJCP.NS,GODREJ CONSUMER PRODUCTS
GODREJIND.NS,GODREJ INDUSTRIES LTD
GODREJPROP.NS,GODREJ PROPERTIES LTD
GOKEX.NS,GOKALDAS EXPORTS LTD.
GOKUL.NS,GOKUL REFOILS & SOLV LTD
GOKULAGRO.NS,GOKUL AGRO RESOURCES LTD
GOLDENTOBC.NS,GOLDEN TOBACCO LIMITED
GOLDIAM.NS,GOLDIAM INTERNATIONAL LTD
GOLDSTAR.NS,GOLDSTAR POWER LIMITED
GOLDTECH.NS,AION-TECH SOLUTIONS LTD
GOODLUCK.NS,GOODLUCK INDIA LIMITED
GOPAL.NS,GOPAL SNACKS LIMITED
GOYALALUM.NS,GOYAL ALUMINIUMS LIMITED
GOYALSALT.NS,GOYAL SALT LIMITED
GPECO.NS,GP ECO SOLUTIONS INDIA L
GPIL.NS,GODAWARI POW & ISP LTD
GPPL.NS,GUJARAT PIPAVAV PORT LTD
GPTHEALTH.NS,GPT HEALTHCARE LIMITED
GPTINFRA.NS,GPT INFRAPROJECTS LTD
GRANULES.NS,GRANULES INDIA LIMITED
GRAPHISAD.NS,GRAPHISADS LIMITED
GRAPHITE.NS,GRAPHITE INDIA LTD
GRASIM.NS,GRASIM INDUSTRIES LTD
GRAVITA.NS,GRAVITA INDIA LIMITED
GRCL.NS,GAYATRI RUBB AND CHEM LTD
GREAVESCOT.NS,GREAVES COTTON LTD.
GREENCHEF.NS,GREENCHEF APPLIANCES LTD
GREENLAM.NS,GREENLAM INDUSTRIES LTD.
GREENPANEL.NS,GREENPANEL INDUSTRIES LTD
GREENPLY.NS,GREENPLY INDUSTRIES LTD
GREENPOWER.NS,ORIENT GREEN POWER CO LTD
GRETEX.NS,GRETEX INDUSTRIES LTD.
GRINDWELL.NS,GRINDWELL NORTON LIMITED
GRINFRA.NS,G R INFRAPROJECTS LIMITED
GRMOVER.NS,GRM OVERSEAS LIMITED
GROBTEA.NS,THE GROB TEA COMPANY LTD
GRPLTD.NS,GRP LIMITED
GRSE.NS,GARDEN REACH SHIP&ENG LTD
GRWRHITECH.NS,GARWARE HI-TECH FILMS LTD
GSFC.NS,GUJ STATE FERT & CHEM LTD
GSLSU.NS,GLOBAL SURFACES LIMITED
GSMFOILS.NS,GSM FOILS LIMITED
GSPL.NS,GUJARAT STATE PETRO LTD
GSS.NS,GSS INFOTECH LIMITED
GSTL.NS,GLOBESECURE TECHNO LTD
GTL.NS,GTL LTD
GTLINFRA.NS,GTL INFRA.LTD
GTPL.NS,GTPL HATHWAY LIMITED
GUFICBIO.NS,GUFIC BIOSCIENCES LTD.
GUJALKALI.NS,GUJARAT ALKALIES & CHEM
GUJAPOLLO.NS,GUJ. APOLLO IND. LTD.
GUJGASLTD.NS,GUJARAT GAS LIMITED
GUJRAFFIA.NS,GUJARAT RAFFIA INDUST LTD
GULFOILLUB.NS,GULF OIL LUB. IND. LTD.
GULFPETRO.NS,GP PETROLEUMS LIMITED
GULPOLY.NS,GULSHAN POLYOLS LIMITED
GVKPIL.NS,GVK POW. & INFRA LTD.
GVT&D.NS,GE VERNOVA T&D INDIA LTD
HAL.NS,HINDUSTAN AERONAUTICS LTD
HAPPSTMNDS.NS,HAPPIEST MINDS TECHNO LTD
HAPPYFORGE.NS,HAPPY FORGINGS LIMITED
HARDWYN.NS,HARDWYN INDIA LIMITED
HARIOMPIPE.NS,HARIOM PIPE INDUSTRIES L
HARRMALAYA.NS,HARRISON MALAYALAM LTD
HARSHA.NS,HARSHA ENGINEERS INT LTD
HATHWAY.NS,HATHWAY CABLE & DATACOM
HATSUN.NS,HATSUN AGRO PRODUCT LTD.
HAVELLS.NS,HAVELLS INDIA LIMITED
HAVISHA.NS,SRI HAVISHA HOSP & INFR L
HBLENGINE.NS,HBL ENGINEERING LTD
HBSL.NS,HB STOCKHOLDINGS LIMITED
HCC.NS,HINDUSTAN CONSTRUCTION CO
HCG.NS,HEALTHCARE GLOB. ENT. LTD
HCL-INSYS.NS,HCL INFOSYSTEMS LTD
HCLTECH.NS,HCL TECHNOLOGIES LTD
HDFCAMC.NS,HDFC AMC LIMITED
HDFCBANK.NS,HDFC BANK LTD
HDFCLIFE.NS,HDFC LIFE INS CO LTD
HDIL.NS,HOUSING DEV & INFRA LTD
HECPROJECT.NS,HEC INFRA PROJECTS LTD
HEG.NS,HEG LTD
HEIDELBERG.NS,HEIDELBERGCEMENT (I) LTD
HEMIPROP.NS,HEMISPHERE PROP IND LTD
HERANBA.NS,HERANBA INDUSTRIES LTD
HERCULES.NS,HERCULES HOI. LTD.
HERITGFOOD.NS,HERITAGE FOODS LTD
HEROMOTOCO.NS,HERO MOTOCORP LIMITED
HESTERBIO.NS,HESTER BIOSCIENCES LTD
HEXATRADEX.NS,HEXA TRADEX LIMITED
HFCL.NS,HFCL LIMITED
HGINFRA.NS,H.G.INFRA ENGINEERING LTD
HGS.NS,HINDUJA GLOBAL SOLS. LTD.
HIGREEN.NS,HI GREEN CARBON LIMITED
HIKAL.NS,HIKAL LIMITED
HIL.NS,HIL LIMITED
HILTON.NS,HILTON METAL FORGING LTD
HIMATSEIDE.NS,HIMATSINGKA SEIDE LTD
HINDALCO.NS,HINDALCO  INDUSTRIES  LTD
HINDCOMPOS.NS,HINDUSTAN COMPOSITES LTD.
HINDCON.NS,HINDCON CHEMICALS LIMITED
HINDCOPPER.NS,HINDUSTAN COPPER LTD
HINDMOTORS.NS,HINDUSTAN MOTORS LIMITED
HINDNATGLS.NS,HIND NATL GLASS & IND LTD
HINDOILEXP.NS,HINDUSTAN OIL EXPLORATION
HINDPETRO.NS,HINDUSTAN PETROLEUM CORP
HINDUNILVR.NS,HINDUSTAN UNILEVER LTD.
HINDZINC.NS,HINDUSTAN ZINC LIMITED
HIRECT.NS,HIND RECTIFIER LIMITED
HISARMETAL.NS,HISAR METAL IND. LIMITED
HITECH.NS,HI-TECH PIPES LIMITED
HITECHCORP.NS,HITECH CORPORATION LTD
HITECHGEAR.NS,THE HI-TECH GEARS LIMITED
HLEGLAS.NS,HLE GLASCOAT LIMITED
HLVLTD.NS,HLV LIMITED
HMAAGRO.NS,HMA AGRO INDUSTRIES LTD
HMT.NS,HMT LTD -
HMVL.NS,HINDUSTAN MEDIA VENT LTD
HNDFDS.NS,HINDUSTAN FOODS LIMITED
HOACFOODS.NS,HOAC FOODS INDIA LIMITED
HOLMARC.NS,HOLMARC OPTO MECHATRO L
HOMEFIRST.NS,HOME FIRST FIN CO IND LTD
HOMESFY.NS,HOMESFY REALTY LIMITED
HONASA.NS,HONASA CONSUMER LIMITED
HONAUT.NS,HONEYWELL AUTOMATION IND
HONDAPOWER.NS,HONDA I POWER PRODUCT LTD
HOVS.NS,HOV SERVICES LTD
HPAL.NS,HP ADHESIVES LIMITED
HPIL.NS,HINDPRAKASH INDUSTRY LTD
HPL.NS,HPL ELECTRIC & POWER LTD
HRHNEXT.NS,HRH NEXT SERVICES LIMITED
HSCL.NS,HIMADRI SPECIALITY CHEM L
HTMEDIA.NS,HT MEDIA LIMITED
HUBTOWN.NS,HUBTOWN LIMITED
HUDCO.NS,HSG & URBAN DEV CORPN LTD
HUHTAMAKI.NS,HUHTAMAKI INDIA LIMITED
HYBRIDFIN.NS,HYBRID FINANCIAL SERVICE
HYUNDAI.NS,HYUNDAI MOTOR INDIA LTD
IBLFL.NS,IBL FINANCE LIMITED
ICDSLTD.NS,ICDSLTD
ICEMAKE.NS,ICE MAKE REFRIGERAT LTD
ICICIBANK.NS,ICICI BANK LTD.
ICICIGI.NS,ICICI LOMBARD GIC LIMITED
ICICIPRULI.NS,ICICI PRU LIFE INS CO LTD
ICIL.NS,INDO COUNT INDUSTRIES LTD
ICRA.NS,ICRA LIMITED
IDBI.NS,IDBI BANK LIMITED
IDEA.NS,VODAFONE IDEA LIMITED
IDEAFORGE.NS,IDEAFORGE TECHNO LTD
IDFCFIRSTB.NS,IDFC FIRST BANK LIMITED
IEL.NS,INDIABULLS ENT LTD
IEML.NS,INDIAN EMULSIFIERS LTD
IEX.NS,INDIAN ENERGY EXC LTD
IFBAGRO.NS,IFB AGRO INDUSTRIES LTD
IFBIND.NS,IFB INDUSTRIES LTD
IFCI.NS,IFCI LTD
IFGLEXPOR.NS,IFGL REFRACTORIES LIMITED
IGARASHI.NS,IGARASHI MOTORS INDIA LTD
IGIL.NS,INTERNATIO GEMM INS (I) L
IGL.NS,INDRAPRASTHA GAS LTD
IGPL.NS,I G PETROCHEMICALS LTD
IIFL.NS,IIFL FINANCE LIMITED
IIFLCAPS.NS,IIFL CAPITAL SERVICES LTD
IITL.NS,INDUSTRIAL INV TRUST LTD
IKIO.NS,IKIO LIGHTING LIMITED
IKS.NS,INVENTURUS KNOWLEDGE SO L
IL&FSENGG.NS,IL&FS ENG AND CONS CO LTD
IL&FSTRANS.NS,IL&FS TRANS NET LTD
IMAGICAA.NS,IMAGICAAWORLD ENT LTD
IMFA.NS,INDIAN METALS & FERRO
IMPAL.NS,IND MOTOR PART & ACC LTD
IMPEXFERRO.NS,IMPEX FERRO TECH LIMITED
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LTD
INDBANK.NS,INDBANK MERCH BANK
INDGN.NS,INDEGENE LIMITED
INDHOTEL.NS,THE INDIAN HOTELS CO. LTD
INDIACEM.NS,THE INDIA CEMENTS LIMITED
INDIAGLYCO.NS,INDIA GLYCOLS LTD
INDIAMART.NS,INDIAMART INTERMESH LTD
INDIANB.NS,INDIAN BANK
INDIANCARD.NS,INDIAN CARD
INDIANHUME.NS,INDIAN HUME PIPE CO. LTD.
INDIASHLTR.NS,INDIA SHELTER FIN CORP L
INDIFRA.NS,INDIFRA LIMITED
INDIGO.NS,INTERGLOBE AVIATION LTD
INDIGOPNTS.NS,INDIGO PAINTS LIMITED
INDIGRID.NS,INDIA GRID TRUST
INDNIPPON.NS,INDIA NIPPON ELECT  LTD
INDOAMIN.NS,INDO AMINES LIMITED
INDOBORAX.NS,INDO BORAX & CHEMICAL LTD
INDOCO.NS,INDOCO REMEDIES LTD.
INDOFARM.NS,INDO FARM EQUIPMENT LTD
INDORAMA.NS,INDO RAMA SYNTHETICS LTD
INDOSTAR.NS,INDOSTAR CAPITAL FIN LTD
INDOTECH.NS,INDO TECH TRANSFORM LTD.
INDOTHAI.NS,INDO THAI SEC LTD
INDOUS.NS,INDO US BIOTECH LTD
INDOWIND.NS,INDOWIND ENERGY LTD
INDRAMEDCO.NS,INDRAPRASTHA MEDICAL CORP
INDSWFTLAB.NS,IND SWIFT LABORATORIES LT
INDSWFTLTD.NS,IND-SWIFT LIMITED
INDTERRAIN.NS,IND TERRAIN FASHIONS LTD
INDUSINDBK.NS,INDUSIND BANK LIMITED
INDUSTOWER.NS,INDUS TOWERS LIMITED
INFIBEAM.NS,INFIBEAM AVENUES LIMITED
INFINIUM.NS,INFINIUM PHARMACHEM LTD
INFOBEAN.NS,INFOBEANS TECHNO. LTD.
INFOLLION.NS,INFOLLION RESEARCH SER L
INFOMEDIA.NS,INFOMEDIA PRESS LIMITED
INFY.NS,INFOSYS LIMITED
INGERRAND.NS,INGERSOLL-RAND INDIA LTD
INM.NS,INTERIORS & MORE LIMITED
INNOVACAP.NS,INNOVA CAPTAB LIMITED
INNOVANA.NS,INNOVANA THINKLABS LTD
INOXGREEN.NS,INOX GREEN ENERGY SER LTD
INOXINDIA.NS,INOX INDIA LIMITED
INOXWIND.NS,INOX WIND LIMITED
INSECTICID.NS,INSECTICIDES (I) LTD
INSPIRE.NS,INSPIRE FILMS LIMITED
INSPIRISYS.NS,INSPIRISYS SOLUTIONS LTD
INTELLECT.NS,INTELLECT DESIGN ARENA
INTENTECH.NS,INTENSE TECHNOLOGIES LTD
INTERARCH.NS,INTERARCH BUILDING PROD L
INTLCONV.NS,INTL CONVEYORS LIMITED
INVENTURE.NS,INVENTURE GRO & SEC LTD
IOB.NS,INDIAN OVERSEAS BANK
IOC.NS,INDIAN OIL CORP LTD
IOLCP.NS,IOL CHEM AND PHARMA LTD
IONEXCHANG.NS,ION EXCHANGE (INDIA) LTD
IPCALAB.NS,IPCA LABORATORIES LTD
IPL.NS,INDIA PESTICIDES LIMITED
IPSL.NS,INTEGRATED PERSO SER LTD
IRB.NS,IRB INFRA DEV LTD.
IRBINVIT.NS,IRB INVIT FUND
IRCON.NS,IRCON INTERNATIONAL LTD
IRCTC.NS,INDIAN RAIL TOUR CORP LTD
IREDA.NS,INDIAN RENEWABLE ENERGY
IRFC.NS,INDIAN RAILWAY FIN CORP L
IRIS.NS,IRIS BUSINESS SERV LTD
IRISDOREME.NS,IRIS CLOTHINGS LIMITED
IRMENERGY.NS,IRM ENERGY LIMITED
ISEC.NS,ICICI SECURITIES LIMITED
ISFT.NS,INTRASOFT TECH. LTD
ISGEC.NS,ISGEC HEAVY ENG LTD
ISHAN.NS,ISHAN INTERNATIONAL LTD
ITALIANE.NS,ITALIAN EDIBLES LIMITED
ITC.NS,ITC LTD
ITDC.NS,INDIA TOUR. DEV. CO. LTD.
ITDCEM.NS,ITD CEMENTATION INDIA LTD
ITI.NS,ITI LTD
IVC.NS,IL&FS INVESTMENT MANAGERS
IVP.NS,IVP LTD
IWEL.NS,INOX WIND ENERGY LIMITED
IXIGO.NS,LE TRAVENUES TECHNOLOGY L
IZMO.NS,IZMO LIMITED
KEEPLEARN.NS,DSJ KEEP LEARNING LTD
LTFOODS.NS,LT FOODS LIMITED
SAMMAANCAP.NS,SAMMAAN CAPITAL LIMITED
SHAH.NS,SHAH METACORP LIMITED
STYRENIX.NS,STYRENIX PERFORMANCE LTD
TPHQ.NS,TEAMO PRODUCTIONS HQ LTD
TRU.NS,TRUCAP FINANCE LIMITED
AURUM.NS,AURUM PROPTECH LIMITED
CIEINDIA.NS,CIE AUTOMOTIVE INDIA LTD
EPIGRAL.NS,EPIGRAL LIMITED
EQUIPPP.NS,EQUIPPP SOC IMP TECH LTD
GTECJAINX.NS,G-TEC JAINX EDUCATION LTD
J&KBANK.NS,J & K BANK LTD.
JAGRAN.NS,JAGRAN PRAKASHAN LIMITED
JAGSNPHARM.NS,JAGSONPAL PHARMACEUTICALS
JAIBALAJI.NS,JAI BALAJI INDUSTRIES LTD
JAICORPLTD.NS,JAI CORP LIMITED
JAINAM.NS,JAINAM FER ALLOYS (I) LTD
JAIPURKURT.NS,NANDANI CREATION LIMITED
JAKHARIA.NS,JAKHARIA FABRIC LIMITED
JALAN.NS,JALAN TRANSOLU. INDIA LTD
JAMNAAUTO.NS,JAMNA AUTO IND LTD
JASH.NS,JASH ENGINEERING LIMITED
JAYAGROGN.NS,JAYANT AGRO ORGANICS LTD
JAYBARMARU.NS,JAY BHARAT MARUTI LTD
JAYNECOIND.NS,JAYASWAL NECO INDUSTR LTD
JAYSREETEA.NS,JAYSHREE TEA & INDUSTRIES
JBCHEPHARM.NS,J B CHEMICALS AND PHARMA
JBMA.NS,JBM AUTO LIMITED
JCHAC.NS,JOHNSON CONTROLS HITACHI
JETFREIGHT.NS,JET FREIGHT LOGISTICS LTD
JETKNIT.NS,JET KNITWEARS LTD.
JFLLIFE.NS,JFL LIFE SCIENCES LIMITED
JGCHEM.NS,J.G.CHEMICALS LIMITED
JHS.NS,JHS SVEND. LAB. LTD
JINDALPHOT.NS,JINDAL PHOTO LIMITED
